Gene	Connectivity(STRING_Score>=0.9)
GLRX	3
HSCB	3
GLUD1	3
GPSM1	3
GPSM3	3
PCP2	3
RASD1	3
RGS12	3
RGS5	3
RIC8A	3
PTGIR	3
VIPR1	3
RGS9	3
TMED3	3
PC	3
PCSK5	3
GPX4	3
KIRREL	3
GRIN3A	3
HTR2A	3
GSTM3	3
GSTM4	3
GSTM5	3
TBPL2	3
H2AFV	3
HADHB	3
PCCB	3
SARS	3
HBE1	3
HBP1	3
HIST2H2AA3	3
TFCP2	3
HDAC10	3
HIST1H2BL	3
NR2C1	3
PGM3	3
TDRD6	3
HERC6	3
HEY1	3
TNS4	3
TP53INP1	3
HIST1H3D	3
HIST2H4B	3
MPHOSPH8	3
SETD8	3
WHSC1	3
HK3	3
HLA-DRB5	3
HNRNPAB	3
IGF2BP1	3
PKNOX1	3
HOXA9	3
HOXB1	3
RASGRP3	3
ST13	3
TLL1	3
HTR1D	3
HUS1B	3
IFIT2	3
IFNA21	3
IGFBP1	3
IGLL1	3
IL17F	3
IL17RC	3
IL17RB	3
IL1RAPL1	3
IL31	3
IL31RA	3
PARVG	3
INIP	3
INSIG1	3
INSIG2	3
ZNF592	3
USP18	3
LHX4	3
SEMA7A	3
MADCAM1	3
MRVI1	3
PRPSAP1	3
KANSL3	3
MSL2	3
KCNIP1	3
KCNIP2	3
KCNIP4	3
KCTD1	3
KCTD15	3
RBM15B	3
OSBPL1A	3
POM121C	3
KRT32	3
LAGE3	3
TPRKB	3
LDB2	3
LDHC	3
MPP2	3
SUN2	3
LPAR2	3
RTN3	3
LRPPRC	3
TPGS1	3
TPGS2	3
LRRC4B	3
NTM	3
S100A8	3
S100A9	3
MADD	3
MAEA	3
MAFF	3
NFE2	3
RAPGEF2	3
TPD52	3
MAP2K5	3
PPM1L	3
PLA2G4A	3
PRR5L	3
MARK2	3
MAU2	3
MFN1	3
MCM9	3
MCU	3
MICU1	3
MYF5	3
PRPF40B	3
MLPH	3
MLX	3
OPTC	3
STK38	3
STK38L	3
MOCS3	3
MON1B	3
MTMR9	3
MYO9B	3
XPOT	3
NAGLU	3
TMED4	3
SALL1	3
NCAPG2	3
PAFAH1B2	3
NDUFAF7	3
NEK6	3
NEK7	3
NEUROD1	3
SETD6	3
NRXN3	3
NTS	3
NUFIP1	3
NPC2	3
SVIP	3
NPR3	3
NPPC	3
NPY1R	3
NPY2R	3
NPY4R	3
NPY5R	3
NR4A2	3
NRF1	3
PYCR1	3
NXF2	3
NXF2B	3
SUCLG2	3
RILP	3
OST4	3
OTUB2	3
TIMM17B	3
PARL	3
UHRF2	3
PDE4B	3
PFKFB3	3
PFKL	3
PIAS2	3
PIGA	3
PIGH	3
PIH1D1	3
PIP5K1A	3
SERPINB2	3
SEMA6D	3
PNPT1	3
PNISR	3
SNAPC5	3
TFAM	3
RPP25L	3
POU2F2	3
PPFIBP1	3
PPFIBP2	3
PPP1R10	3
PPP1R15B	3
PPP1R9B	3
PPP1R13B	3
PPP1R13L	3
TBCB	3
PPP2R3A	3
PPP4R1	3
SMEK2	3
RUNX1T1	3
PRKRIP1	3
PRPSAP2	3
PSMG1	3
PTH1R	3
PTH2R	3
TGFB1I1	3
TIGIT	3
RAB25	3
RAB3B	3
RABIF	3
RPH3A	3
SLC17A7	3
SLC18A3	3
RAD51D	3
REC8	3
RFWD3	3
RLN3	3
UCKL1	3
RNF220	3
SMARCAL1	3
SDHD	3
SEC11C	3
SEC61G	3
SNX5	3
SPTLC2	3
SPTLC3	3
SPTSSA	3
SPTSSB	3
SRP19	3
SSX3	3
STXBP2	3
TXLNA	3
SYCE1	3
SYCE2	3
SYCE3	3
TEX12	3
TAC1	3
TBCE	3
TIMM8A	3
UNC93B1	3
TNFRSF10D	3
TUBB8	3
UTP6	3
UPRT	3
WNT16	3
APOBEC1	2
ABAT	2
ALDH7A1	2
KCNJ11	2
KCNJ8	2
ABCC9	2
PNPLA2	2
CABLES2	2
ABT1	2
HADH	2
ADAMTS4	2
TNR	2
ACAT2	2
ACN9	2
CRAT	2
TMSB4X	2
CFL2	2
DSTN	2
MKL1	2
TES	2
MYH1	2
MYH4	2
USP6NL	2
CORO1A	2
MSTN	2
BMP10	2
ADORA1	2
ADAM11	2
ADAM12	2
ADAM15	2
TIMP3	2
LGI2	2
ADAP1	2
ADCY2	2
ADCY5	2
ADCY3	2
SCTR	2
ADD2	2
ADD3	2
ADH1A	2
ADH1B	2
ADH1C	2
ADIPOQ	2
ADRBK2	2
GRK6	2
USP20	2
PPWD1	2
AFMID	2
UAP1L1	2
AGK	2
AGL	2
TSN	2
TSNAX	2
LRP4	2
MUSK	2
MC4R	2
CTSZ	2
REN	2
BDKRB2	2
AHNAK	2
AHRR	2
ENDOG	2
AIM2	2
AK3	2
SLC8A3	2
AKAP3	2
ROPN1L	2
PDE4DIP	2
AKR1C2	2
AKR1D1	2
AKR1C4	2
PHLPP2	2
RPS6KB2	2
TCL1B	2
THEM4	2
C2CD5	2
RALGAPA2	2
RALGAPB	2
FAM160A1	2
FCGRT	2
PPBP	2
ALCAM	2
HIBADH	2
ALDH6A1	2
ALK	2
ALOX5AP	2
LTC4S	2
ALS2CL	2
AMDHD2	2
GNPDA1	2
GNPDA2	2
AMN	2
RNH1	2
ANK3	2
RFX7	2
PPP6R1	2
FAM178A	2
ANKRD44	2
ANLN	2
FPR3	2
S100A11	2
CPD	2
SLC2A8	2
APBA3	2
APLP1	2
CTNNBIP1	2
APC2	2
MBD4	2
MPG	2
API5	2
CP	2
LIPC	2
MTTP	2
APOBR	2
LSR	2
APOC2	2
SORL1	2
CXCL16	2
GNRH2	2
KISS1	2
RXFP3	2
SERPIND1	2
SST	2
APTX	2
NR0B1	2
TRIM68	2
AREG	2
CNIH1	2
ARF5	2
CYTH1	2
PLD2	2
TRIP11	2
TBC1D10A	2
SYS1	2
PKN3	2
ARHGAP27	2
RND3	2
ARHGAP44	2
ARHGEF28	2
ARHGEF3	2
ARHGEF9	2
GCC1	2
GOLGA4	2
INPP5E	2
ATF7IP	2
ARL2BP	2
CYS1	2
RP2	2
ARL6	2
GID4	2
DEC1	2
ARPP19	2
CHRM2	2
CXCR2	2
ARSA	2
ASB11	2
HIST1H4L	2
TLK1	2
TLK2	2
ASGR1	2
ASIC1	2
ASIC2	2
ASIC3	2
WRB	2
ASS1	2
MBD5	2
XBP1	2
ATG2B	2
ATG4C	2
SHMT1	2
ATP7A	2
CCS	2
ATP4B	2
FXYD1	2
ATP2A1	2
ATPAF2	2
ATP5G3	2
ATPIF1	2
USMG5	2
VMA21	2
CD53	2
ATRX	2
COIL	2
UBQLN4	2
LSM12	2
G3BP2	2
NUFIP2	2
DLGAP5	2
SPAG5	2
AVPR1A	2
OAZ2	2
CD160	2
HFE	2
KIR2DL1	2
KIR2DL3	2
KIR3DL1	2
KIR3DL2	2
LILRA1	2
LNPEP	2
CSGALNACT2	2
CDK11A	2
GAA	2
POMGNT1	2
EWSR1	2
BATF	2
VCAN	2
BCAP31	2
BCAR3	2
TNS1	2
BCAS4	2
BCCIP	2
BIK	2
PGAM5	2
BCORL1	2
BCS1L	2
SORT1	2
BGLAP	2
NMT1	2
BIRC8	2
UBAP2L	2
RGMA	2
BMP2K	2
BOLA3	2
WDR55	2
BRD3	2
BROX	2
SPN	2
BSN	2
BSND	2
BTAF1	2
BTBD2	2
NACA	2
NACA2	2
BTN1A1	2
BTN3A1	2
UBR5	2
TRO	2
TROAP	2
TSR2	2
CD46	2
CFHR3	2
HMOX2	2
CACNA1B	2
CACNA1E	2
GFPT1	2
CALCB	2
CAMKK1	2
FGF12	2
NOS2	2
PDE1A	2
CALM3	2
MOGS	2
CAPRIN1	2
G3BP1	2
LRRC16A	2
GAS2	2
IL16	2
TRDN	2
DECR2	2
ECH1	2
EHHADH	2
NUDT19	2
CBFA2T2	2
PRDM14	2
ELF1	2
ELF2	2
SP7	2
SNX18	2
H2BFS	2
TXNRD2	2
HSBP1	2
CCDC68	2
CEP170	2
CCDC88C	2
CCK	2
CCKBR	2
CCR8	2
CCL11	2
CCR2	2
CCL17	2
CCR7	2
CCR10	2
CCL3	2
CNR2	2
CCL7	2
HNRNPLL	2
CDK14	2
CCNY	2
CDK16	2
FCGR3B	2
CD163	2
CD48	2
ICAM3	2
SH2D1B	2
NCR1	2
SIRPG	2
MIF	2
PTGFRN	2
CD99	2
CDC14B	2
FBXO43	2
DOCK11	2
DOCK6	2
DOCK9	2
IQGAP3	2
MCF2	2
PREX1	2
CDC42EP5	2
RECQL4	2
CDKN2AIP	2
DDX19A	2
DDX19B	2
DDX41	2
GCN1L1	2
HSPA12A	2
MVP	2
PARP4	2
PDLIM7	2
RALY	2
SCYL2	2
SETX	2
SMARCAD1	2
SMCHD1	2
SUPV3L1	2
UNC45A	2
VPS33B	2
CTNNA3	2
ITGAE	2
PLEKHA7	2
CDH10	2
CDH11	2
CDH18	2
CDH6	2
CDKN3	2
SPDYA	2
CDK5RAP3	2
UFL1	2
NTN3	2
CEACAM8	2
CELA2A	2
PLK2	2
STIL	2
CENPW	2
TTBK2	2
CEP41	2
CEP83	2
SFI1	2
WDR1	2
GOPC	2
CHST8	2
FSHB	2
FSHR	2
TSHB	2
CGN	2
HIST1H2AH	2
CHD9	2
ITGA10	2
CHRNE	2
CHRNG	2
CIDEB	2
TRIM22	2
CIR1	2
CLIP2	2
CLDN3	2
CLDN5	2
CLEC1B	2
PDPN	2
CLIC2	2
CLIC4	2
CLPP	2
CLPX	2
LONP1	2
EHD2	2
SNAP91	2
PON1	2
SEMG1	2
CTDNEP1	2
CNKSR1	2
CNN2	2
ERP44	2
PTP4A2	2
PTP4A3	2
NANOS1	2
SSTR5	2
CNTNAP1	2
CNTNAP2	2
COBL	2
COBLL1	2
MSR1	2
COL4A3	2
COL4A4	2
PCOLCE	2
CRTAP	2
COL9A2	2
COL9A3	2
SLC40A1	2
OTC	2
CREB3L2	2
HOXD4	2
UCN	2
CRMP1	2
NR2E3	2
NRL	2
CSF3R	2
CSTB	2
PI3	2
PAPOLB	2
CTBP2	2
CTC1	2
TEN1	2
MBP	2
MIF4GD	2
LRRFIP1	2
MAGI1	2
ZBTB33	2
CTPS2	2
TRMT1	2
CTSA	2
NEU1	2
SERPINB4	2
CTU1	2
CTU2	2
GC	2
FBXL19	2
FBXL2	2
FBXL20	2
FBXL22	2
FBXO25	2
FBXO40	2
FEM1A	2
ZER1	2
SPSB3	2
CXCL13	2
CYB5A	2
NOX4	2
SPATA2	2
CYP11A1	2
FDXR	2
PGRMC1	2
CYP2C9	2
CYR61	2
DAD1	2
TMEM258	2
POMT1	2
POMT2	2
HIST1H4J	2
DYRK1B	2
NTN4	2
PITPNA	2
UNC5D	2
PNRC2	2
PARN	2
USP24	2
DDIT4	2
FAM98B	2
DDX28	2
DDX49	2
OASL	2
DEF6	2
DENR	2
EIF2D	2
DGKQ	2
HHIP	2
DHPS	2
EIF5A2	2
DHTKD1	2
PINX1	2
DHX35	2
DISP2	2
SCUBE2	2
SHQ1	2
NLGN4X	2
SFTPD	2
SNTB1	2
DMP1	2
DNAJB12	2
DNAJB14	2
DNAJC10	2
DNER	2
SETD7	2
DOHH	2
DOT1L	2
DPM1	2
DPM3	2
RWDD1	2
PKP4	2
DSPP	2
DUSP2	2
DUSP5	2
DUT	2
TYMS	2
FRAT1	2
HECW1	2
VANGL1	2
DXO	2
DYNC2LI1	2
PCBD2	2
NDN	2
E4F1	2
ECT2	2
EDA2R	2
EDAR	2
EDARADD	2
EDIL3	2
EDN2	2
KEL	2
XK	2
TTLL12	2
EEF2K	2
EFNA3	2
EPHA8	2
EPHB4	2
PRPF4B	2
ZFYVE28	2
ERRFI1	2
MICALL1	2
NOM1	2
GIGYF1	2
GIGYF2	2
RAVER1	2
TRMT10C	2
ELF3	2
ELK4	2
HSD17B12	2
EME2	2
PGK2	2
MCM3AP	2
USF1	2
USF2	2
USP45	2
ERCC6L	2
ERF	2
GPX7	2
GPX8	2
PDIA4	2
ERO1LB	2
ESCO1	2
POU4F1	2
POU4F2	2
ESRRG	2
ESYT1	2
ESYT2	2
ESYT3	2
ETFB	2
ETFDH	2
LYRM5	2
ETV1	2
ETV4	2
PKD2	2
SERPINA5	2
FAM109B	2
FAM20C	2
FBXO15	2
NCR3LG1	2
FCN1	2
FCN3	2
FDPS	2
PDSS1	2
PDSS2	2
RECQL	2
PAPSS1	2
FGF17	2
FGF3	2
FGF7	2
FGFRL1	2
SPRED2	2
FIG4	2
PIKFYVE	2
VAC14	2
FIGF	2
PEX11A	2
TBC1D15	2
FKBP3	2
PTRH2	2
FLCN	2
LRFN3	2
PGF	2
VEGFB	2
VEGFC	2
LGALS1	2
FNTB	2
FOLR1	2
FOXJ1	2
FOXL2	2
SIRT2	2
INHBE	2
SCARA5	2
FUZ	2
INTU	2
RSG1	2
SLAMF1	2
FZD3	2
PGD	2
GABPB1	2
GABRA3	2
GABRA6	2
GALR1	2
GALNT12	2
MUC5AC	2
MLEC	2
GAS1	2
MERTK	2
ZFPM2	2
MBD3L1	2
GATB	2
QRSL1	2
KIF15	2
GIPR	2
GLP1R	2
GEN1	2
GFI1	2
GHRL	2
GHSR	2
HCRTR1	2
RMND5B	2
ISCA1	2
ISCA2	2
GM2A	2
HEXA	2
HEXB	2
RGS10	2
RGS4	2
RGS20	2
S1PR2	2
GNPNAT1	2
GNRHR	2
GOLM1	2
GORAB	2
GPATCH1	2
PSG1	2
GPC5	2
NOTUM	2
GPHA2	2
GPHB5	2
GRK1	2
TACR1	2
GRP	2
NMBR	2
NMB	2
GSTA2	2
GSTP1	2
GUCY2C	2
GUCY1B3	2
HIST1H2BM	2
ZMYND11	2
H3F3C	2
HADHA	2
HBD	2
HBA2	2
HCLS1	2
HCRT	2
HDAC11	2
NR1D1	2
HDAC8	2
HINT1	2
MUC20	2
TNS3	2
USP3	2
HIST1H3F	2
SPIN1	2
HIST3H2A	2
TONSL	2
USP16	2
L3MBTL1	2
HIVEP3	2
HK2	2
HKDC1	2
MCCC1	2
MCCC2	2
PCCA	2
HM13	2
RNF139	2
RCOR2	2
HMGB3	2
HMGCS1	2
RBFOX2	2
PBX2	2
PBX3	2
HPS6	2
RGL2	2
TECR	2
HSPBP1	2
SEC63	2
MMP15	2
NID2	2
TLL2	2
HTATSF1	2
HYPK	2
IBSP	2
IFI16	2
IFNA1	2
IFNA14	2
IFNA6	2
IGFBP2	2
IGFBP6	2
IL17C	2
IL17RE	2
IL25	2
IL18BP	2
IL18RAP	2
SIGIRR	2
IL1F10	2
IL1RN	2
XPO5	2
RXFP2	2
RXFP4	2
KPNA5	2
IRF2BP1	2
SH2B1	2
LHX3	2
ITGB8	2
TLN2	2
SETD2	2
MPL	2
KATNB1	2
KCNAB1	2
KCNA5	2
KCNMB1	2
KCNMB3	2
KCNMB4	2
KCTD3	2
KDM5B	2
NFE2L1	2
KIAA0368	2
ZNF645	2
KIF1B	2
KIF18B	2
KIF1A	2
KIF22	2
SHCBP1	2
WNK1	2
ULBP3	2
MTM1	2
KNTC1	2
ZWILCH	2
KRT9	2
LCMT1	2
MPP7	2
MPP6	2
LMAN2	2
LPIN3	2
SOST	2
LSAMP	2
NEGR1	2
LTBP3	2
MAFK	2
RRP1	2
TAOK2	2
MAP4K2	2
MAP4K4	2
PEA15	2
PTPN5	2
PTPN7	2
PTPRR	2
RPS6KA6	2
MARCKS	2
MAT1A	2
MAT2A	2
MAT2B	2
MC2R	2
PMCH	2
MICU2	2
MEFV	2
METTL1	2
TRMT61A	2
MFAP3	2
MFAP4	2
SERPINA10	2
TFEB	2
MKLN1	2
MLC1	2
MLKL	2
SSX2IP	2
MMACHC	2
MTR	2
TIMP2	2
SCUBE3	2
MND1	2
PSMC3IP	2
MOB2	2
MRFAP1	2
RAPGEF5	2
RAPGEF6	2
MTMR12	2
MTMR4	2
MTRR	2
SIRT6	2
MYL6B	2
MYRIP	2
MYOCD	2
NAA16	2
NAA50	2
NAA20	2
NAA25	2
NAA40	2
WDR11	2
NALCN	2
UNC79	2
UNC80	2
ZIC3	2
PUM2	2
SOCS7	2
NR1I2	2
PAX3	2
NDUFA1	2
NGFRAP1	2
NIF3L1	2
PAK1IP1	2
NOL8	2
NRXN2	2
NME1-NME2	2
NME2	2
NMUR2	2
NMU	2
RRP36	2
PSPC1	2
NOS1AP	2
NPB	2
NPBWR1	2
NPBWR2	2
NPW	2
NPC1	2
NPFF	2
RPGRIP1	2
NPR1	2
NPR2	2
SLC2A3	2
NUAK1	2
NXF3	2
ORM1	2
ORM2	2
OSBP	2
RNF128	2
OTUD3	2
RELT	2
PANX1	2
PAN3	2
PAFAH1B3	2
PAH	2
QDPR	2
ZCCHC7	2
PAWR	2
PDE1C	2
PDGFD	2
PDP1	2
VWA1	2
PDPR	2
PDRG1	2
RRP1B	2
PEX11G	2
SLC27A2	2
PEX16	2
PFKFB4	2
PGM2	2
PHACTR3	2
PIGF	2
PIP4K2C	2
PKIA	2
PLAA	2
RHOBTB3	2
SEMA6A	2
PLXND1	2
PMEPA1	2
PODXL2	2
TFB1M	2
TFB2M	2
PPP1R1B	2
PPP1R8	2
PPP1R3D	2
RCAN3	2
RNF144A	2
SPR	2
PROKR2	2
PRPS1L1	2
TXNL1	2
PSMG3	2
PSMG4	2
PTGIS	2
PTGS2	2
PTH	2
PTH2	2
PTHLH	2
STAP2	2
PVRL4	2
PYCR2	2
PYCRL	2
RAB11FIP1	2
RAB11FIP4	2
RAB11FIP5	2
RAB4B	2
RAB37	2
RAB40B	2
RAB40C	2
RAB43	2
RIN2	2
VPS39	2
RAP1GDS1	2
WRNIP1	2
RGPD2	2
RAPGEF3	2
RASGRP2	2
SIPA1	2
RDH11	2
RBP4	2
STRA6	2
RFFL	2
RFXAP	2
RHPN1	2
RHPN2	2
TAX1BP3	2
TRAK1	2
RLN2	2
RXFP1	2
RMDN3	2
RNASEH2A	2
RNASEH2B	2
RNASEH2C	2
RNF11	2
RNF113A	2
RNF152	2
RNF165	2
RNF169	2
RNF19A	2
RNF216	2
SPA17	2
ROR2	2
RPIA	2
XYLB	2
SRPRB	2
RWDD3	2
SAR1A	2
SATB2	2
SCNN1D	2
SCT	2
SPCS1	2
SPCS2	2
SEC22A	2
SEC61A2	2
SENP6	2
SFRP2	2
SGCB	2
SLAMF6	2
SIK1	2
SKA3	2
TRMT6	2
SLC7A9	2
STK11IP	2
STAG3	2
SNAPC3	2
SOCS4	2
TRA2A	2
SSX2B	2
STAR	2
STARD3	2
STARD3NL	2
SULT1A1	2
SUN1	2
SYN2	2
TACR2	2
TACR3	2
TAC3	2
TAS1R3	2
TBC1D7	2
TBCC	2
TCEB3B	2
TCEB3C	2
TOP3B	2
VGLL1	2
VGLL4	2
TEAD3	2
TGFBR3	2
TIMM8B	2
TIMM23	2
TMED7	2
TNFSF13	2
TNFSF15	2
TNFRSF9	2
TOM1	2
TRIM4	2
TUBB1	2
UFM1	2
USP5	2
VCPKMT	2
UCK1	2
UGT1A10	2
UGT1A7	2
UGT1A9	2
UTS2R	2
VIP	2
VIPAS39	2
WNT7B	2
XCR1	2
YARS	2
YIPF6	2
A1CF	1
AAMP	1
AANAT	1
EAPP	1
TSSC4	1
AASDHPPT	1
ZDHHC8	1
ABCA7	1
ABCB7	1
FECH	1
ABCC2	1
PDZK1	1
RNASEL	1
ABCF3	1
ABCG5	1
ABCG8	1
PLIN2	1
ABI3	1
ABI3BP	1
ABTB1	1
ACACB	1
ADAMTS5	1
HAPLN1	1
HTRA1	1
ACAP1	1
ACBD3	1
ACE	1
ACE2	1
ACKR1	1
NAPRT	1
ACOT1	1
ACOT2	1
ACOT8	1
ACOX3	1
ACP1	1
ACPP	1
ACSS2	1
PHACTR1	1
ACTBL2	1
ACTL7A	1
LDB3	1
TSPAN14	1
ADAM19	1
ADAM9	1
ADAMTS13	1
ADAMTS18	1
ADAMTS2	1
ADAMTSL1	1
ADAMTSL4	1
ADAMTSL5	1
ADAR	1
ADAT2	1
ADAT3	1
ADCY6	1
ADH5	1
ESD	1
ADI1	1
ADK	1
ADPGK	1
PTGER1	1
GPR17	1
NT5C2	1
ADSSL1	1
AFTPH	1
AGA	1
S100P	1
AGR2	1
LYPD3	1
AGRP	1
AGTR2	1
ANPEP	1
CMA1	1
CPA3	1
ENPEP	1
MME	1
PTGFR	1
AGXT	1
AHCYL2	1
CYP1B1	1
AHSA2	1
AHSG	1
AHSP	1
GSR	1
AIFM2	1
AIPL1	1
NUB1	1
HNRNPUL2	1
AKAP4	1
AKAP8	1
AKR1B1	1
AKR1B10	1
AKR7A2	1
AKR7A3	1
CCDC88A	1
TCL1A	1
AMBP	1
FABP6	1
SLC10A1	1
SLCO1A2	1
SLCO1B1	1
CD6	1
ALDH16A1	1
DERA	1
ALDH1A3	1
SMOX	1
ALDH1B1	1
ALDH2	1
ALDH4A1	1
FAHD2A	1
ALG10B	1
ALG13	1
ALG14	1
ALKBH8	1
COTL1	1
ALPI	1
ALPPL2	1
AMH	1
AMHR2	1
AMICA1	1
CXADR	1
AMPD1	1
AMPD2	1
AMT	1
ANG	1
ANGPT2	1
ANGPT4	1
ANKLE2	1
ANKRD32	1
ANKS4B	1
ANKZF1	1
ANP32B	1
ANTXR1	1
ANTXR2	1
FPR1	1
AP5B1	1
AP5M1	1
NECAB3	1
SPATA13	1
APCS	1
NTHL1	1
SMUG1	1
APLN	1
OPRK1	1
APOL1	1
APOBEC2	1
APOH	1
LPA	1
APOO	1
CHGB	1
ITM2B	1
ODAM	1
P2RY2	1
PRSS23	1
HPRT1	1
USP26	1
ZMIZ1	1
ZMIZ2	1
ARAP1	1
ARAP2	1
CYTH3	1
CYTH4	1
PLEKHA3	1
PLEKHA8	1
FBXO8	1
IQSEC1	1
USP6	1
ARFGEF1	1
ARGLU1	1
C2CD2	1
ARHGAP15	1
ARHGAP31	1
ARHGAP33	1
ARHGAP5	1
ARHGAP8	1
ARHGEF15	1
ARHGEF18	1
ARID3A	1
ARID5B	1
PHF2	1
ARL14EP	1
ARL8A	1
ARL8B	1
PRG3	1
YPEL5	1
ARNTL2	1
ARRDC3	1
GALNS	1
ARSG	1
ASAH1	1
ASB17	1
CKMT1A	1
ASCL1	1
ASGR2	1
CERS2	1
ASIC5	1
SLC2A4	1
NMRAL1	1
ATAD2	1
ATAD3A	1
HIST2H2BF	1
WFS1	1
ATF6B	1
ATF7	1
IRGM	1
ATG2A	1
WIPI1	1
WDR45	1
TECPR1	1
ATL1	1
TAOK3	1
ATN1	1
ATP7B	1
ATP11A	1
ATP11B	1
ATP12A	1
ATP2B4	1
ATP4A	1
ATPAF1	1
MCEMP1	1
KIAA2013	1
ATP6V0E2	1
DMXL1	1
ATP8A1	1
ATP8B1	1
ATRN	1
CIC	1
ATXN3L	1
ATXN7L1	1
USP27X	1
MYCN	1
PHLDA1	1
MRPS36	1
GSG2	1
AVPR1B	1
AWAT2	1
AZGP1	1
PIP	1
AZIN2	1
MR1	1
B3GALNT2	1
B3GAT3	1
B4GALNT2	1
UMOD	1
LALBA	1
B4GALT3	1
B4GALT5	1
KERA	1
TMEM17	1
NAT8	1
HSPB8	1
BAI1	1
BANP	1
BATF3	1
MMP8	1
RER1	1
SH2D3C	1
BCAS3	1
CARD10	1
CARD14	1
BCL11A	1
SPNS1	1
BCL2L10	1
BDKRB1	1
VMP1	1
BFSP1	1
BFSP2	1
BHLHE40	1
NFIL3	1
BHMT	1
BHMT2	1
BIN2	1
BIRC6	1
SLA	1
CHRD	1
FSTL1	1
NOG	1
STEAP3	1
IHH	1
BPGM	1
TFAP4	1
LYAR	1
BRSK1	1
BRSK2	1
BRWD1	1
PPIL2	1
SLC16A1	1
SLC16A3	1
SLC16A8	1
UNC13A	1
CLCNKA	1
CLCNKB	1
BST2	1
BTBD3	1
BTG1	1
HOXB9	1
BTG3	1
IBTK	1
SH3BP5	1
XDH	1
BTN2A1	1
BTN3A2	1
ZNF207	1
BUD13	1
RBMX2	1
EMG1	1
BZRAP1	1
BZW1	1
C1GALT1	1
C1GALT1C1	1
C4B	1
FIBP	1
CFHR1	1
CFHR4	1
CFHR5	1
VSIG4	1
DGAT1	1
TMEM63A	1
C5AR2	1
CA9	1
MEF2B	1
CABP4	1
CACNA1G	1
CACNA1H	1
CACNA1I	1
S100A6	1
CAD	1
CADM3	1
CRTAM	1
LGALS8	1
CAMK1	1
KCNN2	1
KCNN4	1
MYLK2	1
SCN2A	1
CAMK1D	1
CALML3	1
STMN1	1
GRXCR1	1
CAPG	1
CAPN8	1
RCSD1	1
CARD16	1
CARD6	1
CARKD	1
EPB41	1
EPB41L5	1
CASQ2	1
CROT	1
EPHX2	1
GSTK1	1
HACL1	1
HMGCL	1
LONP2	1
PECR	1
PRDM6	1
CBFA2T3	1
CBR1	1
CBR3	1
CBR4	1
HSD17B8	1
H2AFB1	1
HIST1H1E	1
CCBL2	1
CCDC106	1
CCDC114	1
CCDC151	1
CCDC12	1
CCDC23	1
VASH1	1
CCDC59	1
CCDC6	1
CCDC91	1
CCKAR	1
GAST	1
CCL1	1
CCRL2	1
CCL2	1
CCL22	1
CCR9	1
CCL27	1
TAS2R5	1
CCNB3	1
CCNDBP1	1
CDK20	1
CDK13	1
CCNL2	1
CCNYL1	1
ETV5	1
THEG	1
CD109	1
LBP	1
CD180	1
LY86	1
CD5	1
CD58	1
CD200	1
CD200R1	1
CLEC4M	1
ICAM2	1
CD24	1
CD27	1
CD70	1
CD300E	1
CD300LB	1
CD320	1
TCN2	1
CD33	1
TMBIM1	1
CD34	1
DEFA3	1
TDP2	1
MS4A3	1
CD68	1
TMEM179B	1
CD69	1
CD7	1
SECTM1	1
IGSF8	1
IZUMO1	1
CD96	1
CD99L2	1
SPATC1	1
USP44	1
CDC37L1	1
CDC42BPA	1
FGD1	1
FGD3	1
MYO9A	1
DEPDC7	1
DFNA5	1
EPPK1	1
EPS8L2	1
FAM129B	1
FERMT1	1
FHOD1	1
GULP1	1
HDLBP	1
HELLS	1
NSUN5	1
RBM4	1
RBM45	1
SHROOM3	1
SPATA5	1
TMPO	1
TRUB1	1
TWF1	1
ZNF638	1
DBF4B	1
FMN1	1
KLK7	1
KLRG1	1
LIMA1	1
CDH4	1
CDH23	1
PTPRB	1
CDH7	1
CDH9	1
CDHR1	1
PROM1	1
VCPIP1	1
CDK2AP1	1
TSPYL2	1
CDKL5	1
NOV	1
CDKN2AIPNL	1
CDX1	1
CDYL	1
MIER1	1
CEACAM1	1
CEACAM6	1
TRIB1	1
CECR2	1
CELF1	1
CENPB	1
MLF1	1
CEP120	1
SPICE1	1
CEP350	1
TEX14	1
CEP70	1
CER1	1
CES1	1
GUSB	1
CETN1	1
CHAMP1	1
CHCHD1	1
CHCHD10	1
GFER	1
CHKA	1
CHKB	1
CNTN6	1
CHMP7	1
CHN2	1
CHORDC1	1
CHP2	1
CHRM3	1
CHRM5	1
CHRNA1	1
CHRNA2	1
CHSY3	1
DDX11	1
FAM96A	1
NDOR1	1
CIDEA	1
CIDEC	1
CIPC	1
ZDHHC2	1
SLAIN2	1
TACC2	1
ZNHIT2	1
CKM	1
CLCN7	1
OSTM1	1
CLDN1	1
CLDN2	1
CLEC2B	1
KLRF1	1
CLEC2D	1
KLRB1	1
CLEC4C	1
CLEC4D	1
CLEC4G	1
CLEC5A	1
CLIC3	1
MAPK15	1
TPRN	1
CLK1	1
CLN3	1
CLN5	1
DBP	1
CLPS	1
PNLIP	1
CLSTN1	1
PCYOX1L	1
CMTM6	1
GLIPR1	1
CNDP1	1
CNDP2	1
CNEP1R1	1
CNGA1	1
CNGA3	1
CNGB3	1
CNIH2	1
CNIH3	1
CNKSR2	1
FSCN1	1
CNNM2	1
CNNM4	1
NANOS2	1
ZNF335	1
TOB2	1
COL20A1	1
